,age,job,marital,default,balance
1070,30,Others,single,0,2766.0
1071,30,Others,single,0,3300.0
1072,42,Others,married,0,36.0
1073,49,Others,married,0,22520.0
1074,40,Others,single,0,7724.0
1075,31,Others,married,0,111.0
1076,43,Others,married,0,2640.0
1077,38,Others,married,0,3436.0
1078,30,Others,married,0,0.0
1080,43,Others,married,0,3288.0
1081,34,Others,single,0,2633.0
1082,40,Others,married,0,580.0
1083,46,Others,married,0,149.0
1085,37,admin.,single,0,1097.0
1086,42,Others,married,0,1275.0
1087,23,Others,single,0,1003.0
1089,26,Others,single,0,814.0
1090,49,Others,married,0,808.0
1091,34,Others,single,0,859.0
1092,28,Others,single,0,4465.0
1094,26,Others,single,0,622.0
1095,31,Others,single,0,1709.0
1096,40,admin.,single,0,394.0
1097,47,Others,married,0,1125.0
1098,40,Others,married,1,-462.0
1099,29,Others,single,0,550.0
1100,32,Others,single,0,540.0
1101,26,Others,single,0,941.0
1102,40,Others,single,0,1361.0
1103,33,Others,single,0,-452.0
1104,49,Others,married,0,518.0
1105,40,Others,married,0,-71.0
1106,41,Others,single,0,3234.0
1107,36,Others,single,0,98.0
1108,29,Others,single,0,196.0
1110,33,Others,single,0,300.0
1112,31,Others,single,0,163.0
1113,26,Others,single,0,110.0
1114,40,Others,single,0,1646.0
1115,45,Others,married,0,2040.0
1116,40,Others,married,1,-308.0
1117,29,Others,single,0,2325.0
1118,47,Others,single,0,86.0
1120,44,Others,married,0,0.0
1121,40,Others,married,0,0.0
1122,39,Others,single,0,2103.0
1123,40,Others,single,0,2.0
1125,36,admin.,married,0,96.0
1126,29,admin.,single,0,1027.0
1127,38,Others,married,0,1308.0
1130,40,Others,married,0,6016.0
1131,36,Others,married,0,630.0
1132,30,Others,single,0,432.0
1133,43,admin.,single,0,-247.0
1134,39,Others,married,0,52.0
1135,48,Others,single,0,623.0
1136,26,Others,single,0,0.0
1137,40,Others,married,0,100.0
1138,37,Others,married,0,4089.0
1139,29,Others,single,0,1669.0
1140,40,admin.,married,0,169.0
1141,25,admin.,single,0,483.0
1143,34,Others,married,0,0.0
1146,32,Others,single,0,2360.0
1147,41,Others,married,0,201.0
1148,48,Others,single,0,-92.0
1150,39,Others,single,0,-114.0
1151,31,Others,married,0,1331.0
1152,30,Others,single,0,732.0
1153,40,Others,married,0,1308.0
1154,28,Others,married,0,0.0
1155,40,Others,married,0,-970.0
1156,32,Others,single,0,1246.0
1157,34,Others,married,0,73.0
1158,31,Others,single,0,406.0
1159,40,admin.,married,0,4391.0
1160,31,Others,married,0,168.0
1161,29,Others,married,0,1441.0
1163,32,admin.,single,0,678.0
1164,31,Others,married,0,141.0
1165,41,Others,single,0,-94.0
1166,22,admin.,single,0,897.0
1167,31,Others,single,0,1214.0
1168,40,Others,married,0,324.0
1169,30,Others,married,0,2666.0
1171,29,Others,single,0,697.0
1172,43,Others,married,0,953.0
1173,28,Others,single,0,198.0
1174,40,Others,single,0,1110.0
1175,39,admin.,married,0,130.0
1176,33,Others,married,0,315.0
1177,38,Others,married,0,4383.0
1178,30,admin.,single,0,313.0
1179,29,Others,married,0,273.0
1180,40,Others,married,0,840.0
1181,44,Others,married,0,309.0
1182,35,Others,single,0,2707.0
1183,31,Others,single,0,1109.0
1184,26,Others,single,0,101.0
1185,26,Others,single,0,725.0
1186,34,Others,married,0,309.0
1187,42,Others,single,0,541.0
1188,40,Others,married,0,0.0
1189,40,Others,married,0,1624.0
1190,40,Others,married,0,0.0
1191,48,Others,single,0,318.0
1192,40,Others,married,0,1908.0
1193,28,Others,single,0,676.0
1194,34,Others,married,0,1076.0
1195,34,Others,single,0,1228.0
1196,32,Others,single,0,0.0
1197,31,Others,single,0,13.0
1198,31,Others,single,0,12857.0
1199,40,Others,married,0,0.0
1200,37,Others,xyz,0,6101.0
1201,33,Others,married,0,158.0
1202,50,Others,married,0,346.0
1203,33,Others,single,0,697.0
1204,40,Others,married,0,616.0
1205,26,Others,single,0,1140.0
1207,32,Others,married,0,1879.0
1208,22,Others,single,0,0.0
1209,34,Others,married,0,0.0
1210,39,Others,married,0,1493.0
1211,28,Others,single,0,313.0
1212,31,Others,single,0,1815.0
1213,33,Others,single,0,700.0
1214,40,Others,married,0,206.0
1215,26,admin.,single,0,255.0
1216,30,admin.,single,0,270.0
1217,28,Others,single,0,4987.0
1218,29,Others,single,0,673.0
1219,49,Others,married,0,320.0
1220,34,admin.,married,0,0.0
1221,47,Others,married,0,292.0
1222,42,Others,married,0,757.0
1223,43,Others,married,0,40.0
1224,40,Others,married,0,1257.0
1225,35,Others,single,0,1693.0
1226,40,Others,married,0,5060.0
1228,33,Others,married,0,369.0
1229,40,Others,married,0,2346.0
1230,30,Others,single,0,1599.0
1231,41,Others,married,0,1066.0
1232,31,Others,married,0,2603.0
1233,22,Others,single,0,381.0
1234,37,admin.,married,0,1314.0
1235,48,Others,single,0,5689.0
1236,40,Others,married,0,12114.0
1237,40,Others,married,0,0.0
1239,26,Others,single,0,11862.0
1240,37,Others,married,0,127.0
1242,33,Others,single,0,3552.0
1245,40,Others,married,0,1341.0
1247,40,Others,married,0,4657.0
1249,47,Others,married,0,0.0
1250,44,admin.,married,0,348.0
1251,37,Others,single,0,2442.0
1252,37,Others,married,0,1543.0
1253,28,Others,single,0,805.0
1254,21,Others,single,0,2265.0
1255,32,Others,single,0,312.0
1256,40,Others,married,0,196.0
1257,26,Others,single,0,620.0
1258,40,Others,married,0,1714.0
1259,40,Others,married,0,2416.0
1260,47,Others,married,0,335.0
1261,38,admin.,married,0,755.0
1262,40,Others,married,0,2850.0
1263,29,Others,married,0,1135.0
1264,40,Others,married,0,197.0
1266,37,Others,married,0,5355.0
1267,40,Others,married,0,445.0
1268,29,Others,single,0,5359.0
1269,40,Others,married,0,1443.0
1271,24,Others,single,0,23878.0
1272,24,Others,single,0,167.0
1273,40,Others,married,0,1047.0
1275,40,Others,married,0,117.0
1276,39,Others,married,0,2266.0
1277,44,Others,married,0,558.0
1278,26,admin.,single,0,2509.0
1279,48,Others,married,0,1808.0
1280,37,Others,single,0,1130.0
1281,40,Others,married,0,653.0
1282,40,Others,married,0,2021.0
1283,26,admin.,single,0,313.0
1284,43,Others,single,0,983.0
1285,30,Others,single,0,5561.0
1286,50,Others,married,0,8345.0
1287,25,Others,single,0,1231.0
1288,25,admin.,single,0,3730.0
1289,31,Others,single,0,924.0
1290,28,Others,single,0,2489.0
1291,40,Others,married,0,995.0
1292,41,Others,married,0,280.0
1293,46,Others,married,0,3434.0
1294,42,Others,married,0,576.0
1295,28,Others,single,0,1363.0
1296,39,Others,single,0,581.0
1297,42,Others,married,0,1376.0
1298,35,Others,married,0,52.0
1299,40,Others,married,0,0.0
1300,37,Others,married,0,549.0
1301,29,Others,single,0,92.0
1302,49,Others,married,0,2881.0
1303,44,Others,single,0,250.0
1304,40,admin.,married,0,602.0
1305,28,Others,single,0,730.0
1306,30,admin.,single,0,523.0
1307,47,Others,married,0,293.0
1308,34,Others,single,0,215.0
1309,37,Others,single,0,0.0
1310,25,Others,single,0,42.0
1311,29,Others,single,0,316.0
1312,40,Others,married,0,4562.0
1314,46,Others,married,0,0.0
1315,40,Others,married,0,281.0
1316,33,Others,married,0,250.0
1317,27,Others,single,0,0.0
1318,40,Others,married,0,404.0
1319,32,Others,single,0,506.0
1321,35,Others,married,0,3698.0
1323,30,Others,single,0,2539.0
1324,29,Others,married,0,2326.0
1325,36,Others,single,0,811.0
1326,40,Others,married,0,256.0
1327,21,Others,single,0,682.0
1328,44,Others,single,0,483.0
1329,23,Others,single,0,1506.0
1330,34,Others,single,0,575.0
1331,32,Others,married,0,409.0
1332,37,Others,single,0,1316.0
1333,35,Others,single,0,671.0
1334,47,Others,married,0,2351.0
1335,40,Others,married,0,997.0
1336,30,Others,single,0,4808.0
1337,40,Others,married,0,6422.0
1338,40,Others,married,0,31.0
1339,28,Others,single,0,171.0
1340,40,Others,married,0,2681.0
1341,24,admin.,single,0,-61.0
1342,32,Others,married,0,8929.0
1343,40,Others,married,0,715.0
1344,44,Others,married,0,1058.0
1345,32,Others,single,0,-34.0
1346,33,Others,single,0,258.0
1349,40,Others,married,0,5810.0
1350,30,Others,single,0,3473.0
1351,47,Others,married,0,238.0
1352,40,Others,married,0,1740.0
1354,37,Others,single,0,1045.0
1355,43,admin.,married,0,132.0
1356,37,admin.,single,0,1000.0
1357,31,Others,single,0,115.0
1358,31,Others,married,0,180.0
1359,30,Others,single,0,201.0
1360,30,Others,married,0,8089.0
1361,32,admin.,single,0,8866.0
1362,35,admin.,married,0,2.0
1363,40,Others,married,0,259.0
1364,33,Others,single,0,1107.0
1365,37,Others,single,0,1730.0
1366,31,Others,married,0,447.0
1367,26,Others,single,0,2786.0
1368,40,Others,married,0,10185.0
1369,34,Others,married,0,978.0
1372,46,Others,married,0,11385.0
1374,23,Others,single,0,4126.0
1375,34,Others,single,0,212.0
1376,24,Others,single,0,1250.0
1378,28,admin.,single,0,1277.0
1379,34,Others,married,0,390.0
1380,40,Others,married,0,9601.0
1381,36,Others,married,0,565.0
1382,40,Others,married,0,1384.0
1383,46,admin.,married,0,-522.0
1384,40,Others,married,0,9676.0
1385,19,Others,single,0,134.0
1386,23,Others,single,0,2143.0
1387,27,Others,single,0,831.0
1389,41,Others,married,0,1468.0
1390,30,admin.,single,0,311.0
1391,26,admin.,single,0,274.0
1392,38,Others,single,0,172.0
1394,27,Others,single,0,393.0
1395,40,Others,married,0,-39.0
1396,34,admin.,married,0,1474.0
1397,32,admin.,single,0,471.0
1398,33,Others,single,0,3161.0
1399,47,Others,married,0,1612.0
1401,40,Others,married,0,68.0
1402,50,Others,married,0,414.0
1403,26,Others,single,0,5005.0
1404,39,Others,married,0,1756.0
1406,41,Others,married,0,3123.0
1408,33,Others,single,0,127.0
1409,42,Others,single,0,11891.0
1410,50,Others,married,0,4979.0
1411,40,Others,married,0,754.0
1412,37,admin.,married,0,1207.0
1413,44,Others,single,0,712.0
1414,30,Others,single,0,297.0
1415,26,Others,single,0,3676.0
1416,47,Others,married,0,817.0
1417,46,Others,single,0,283.0
1418,25,admin.,single,0,82.0
1419,40,Others,married,0,2847.0
1420,36,Others,single,0,1822.0
1421,35,Others,single,0,16.0
1422,40,Others,married,0,377.0
1423,48,Others,married,0,4415.0
1424,32,Others,married,0,303.0
1426,40,Others,married,0,1443.0
1427,32,Others,single,0,1781.0
1428,26,admin.,married,0,3415.0
1429,33,Others,single,0,318.0
1430,21,Others,single,0,423.0
1431,30,Others,single,0,2544.0
1432,27,Others,single,0,2614.0
1433,30,Others,single,0,1268.0
1434,36,Others,married,0,536.0
1435,27,admin.,married,0,1293.0
1436,29,Others,single,0,1377.0
1437,38,Others,single,0,2580.0
1438,23,admin.,single,0,314.0
1439,38,Others,married,0,206.0
1440,30,Others,single,0,3286.0
1441,41,Others,married,0,803.0
1442,33,Others,single,0,719.0
1443,35,admin.,married,0,898.0
1444,29,admin.,married,0,332.0
1446,20,Others,single,0,1819.0
1447,30,Others,single,0,2544.0
1448,32,Others,married,0,759.0
1450,45,Others,married,0,96.0
1451,29,Others,single,0,110.0
1452,31,Others,married,0,1406.0
1454,42,Others,married,0,2103.0
1455,35,Others,single,0,1599.0
1456,34,Others,single,0,925.0
1457,26,Others,single,0,-3.0
1459,44,Others,single,0,1367.0
1460,34,Others,married,0,703.0
1461,33,Others,married,0,0.0
1462,34,Others,single,0,2646.0
1463,33,admin.,single,0,572.0
1464,22,Others,single,0,107.0
1465,32,Others,married,0,765.0
1466,36,Others,single,0,-253.0
1468,40,Others,married,0,2.0
1470,41,Others,married,0,0.0
1471,24,Others,married,0,448.0
1473,40,Others,married,0,1528.0
1474,30,Others,married,0,330.0
1475,29,admin.,single,0,731.0
1476,29,Others,single,0,25.0
1477,40,Others,married,0,587.0
1478,43,Others,married,0,2557.0
1480,32,Others,married,0,1129.0
1481,46,Others,married,0,2149.0
1482,33,admin.,married,0,855.0
1483,40,Others,married,0,491.0
1484,40,Others,married,0,180.0
1485,32,Others,single,0,133.0
1486,39,Others,single,0,649.0
1488,36,admin.,single,0,11174.0
1489,27,Others,single,0,439.0
1490,38,Others,single,0,6158.0
1491,40,Others,married,0,3498.0
1492,40,Others,married,0,1801.0
1493,39,Others,married,0,937.0
1495,32,Others,married,1,-53.0
1496,40,Others,married,0,2337.0
1497,37,Others,married,0,1762.0
1498,40,Others,single,0,3469.0
1499,35,Others,married,0,545.0
1500,47,admin.,married,0,3480.0
1501,31,Others,married,0,183.0
1502,49,Others,married,0,2416.0
1503,30,Others,single,0,424.0
1504,35,Others,single,0,0.0
1505,44,Others,married,0,294.0
1506,42,Others,married,0,1598.0
1507,29,Others,single,0,268.0
1509,43,Others,married,0,240.0
1510,36,Others,single,0,2511.0
1511,36,Others,married,0,4596.0
1512,32,Others,married,0,1273.0
1513,40,Others,married,0,3994.0
1514,50,Others,married,0,469.0
1515,32,Others,single,0,932.0
1516,28,Others,single,0,844.0
1518,34,admin.,single,0,63.0
1520,35,Others,married,0,293.0
1522,40,Others,married,0,13546.0
1523,34,Others,married,0,329.0
1524,30,admin.,single,0,69.0
1525,39,Others,married,0,-3058.0
1526,40,Others,single,0,224.0
1527,38,Others,married,0,165.0
1528,35,Others,single,0,397.0
1529,37,Others,married,0,3154.0
1530,29,Others,married,0,1180.0
1531,36,Others,single,1,-487.0
1532,34,Others,married,1,879.0
1533,33,Others,married,0,806.0
1534,29,Others,single,0,674.0
1535,33,Others,married,0,0.0
1536,41,Others,married,0,323.0
1537,40,Others,married,0,921.0
1538,40,Others,married,0,5303.0
1539,38,admin.,married,0,0.0
1540,41,Others,married,0,4004.0
1541,40,Others,married,0,386.0
1542,40,Others,married,0,284.0
1543,32,Others,married,0,-242.0
1544,28,Others,married,0,1086.0
1545,28,Others,single,0,2840.0
1546,35,Others,married,0,43.0
1547,46,Others,married,0,3229.0
1548,50,Others,married,0,341.0
1549,44,Others,single,0,0.0
1551,40,Others,married,0,243.0
1552,40,Others,married,0,2575.0
1553,44,Others,married,1,105.0
1554,40,Others,married,0,0.0
1555,45,Others,married,1,-443.0
1556,39,Others,married,0,1524.0
1557,36,Others,married,0,1925.0
1558,40,Others,married,0,240.0
1559,28,Others,single,0,387.0
1562,34,Others,married,0,606.0
1563,28,Others,single,0,0.0
1566,27,Others,married,0,4333.0
1567,40,Others,married,0,253.0
1568,33,Others,single,0,6807.0
1569,40,Others,married,0,83.0
1570,32,Others,single,0,819.0
1571,33,Others,married,0,1968.0
1572,26,Others,single,0,136.0
1573,32,Others,single,0,1995.0
1575,39,Others,married,0,621.0
1576,24,Others,single,0,597.0
1578,35,Others,single,0,1750.0
1579,26,Others,single,0,10086.0
1580,29,Others,single,0,3466.0
1581,40,Others,married,0,2193.0
1583,40,Others,married,0,1973.0
1584,40,Others,married,0,10925.0
1585,35,Others,single,0,704.0
1586,40,Others,married,0,9480.0
1587,40,Others,married,0,3391.0
1588,26,Others,single,0,1134.0
1589,30,Others,single,0,6281.0
1590,29,Others,married,0,123.0
1591,40,Others,married,0,8556.0
1593,29,Others,single,0,2.0
1594,39,admin.,married,0,1108.0
1595,45,Others,married,0,212.0
1596,45,Others,married,0,5110.0
1597,36,Others,single,0,17.0
1598,41,Others,single,0,942.0
1599,38,Others,married,0,0.0
1600,33,admin.,married,0,882.0
1601,30,Others,married,0,81.0
1602,40,Others,married,0,276.0
1603,40,Others,married,0,2991.0
1605,40,Others,married,0,3754.0
1606,40,Others,married,0,395.0
1607,31,admin.,single,0,676.0
1608,25,Others,single,0,8.0
1609,37,Others,married,0,0.0
1610,32,Others,single,0,2069.0
1611,45,Others,married,0,506.0
1612,35,Others,married,0,8.0
1613,40,Others,married,0,670.0
1614,37,Others,married,0,0.0
1615,40,Others,married,0,1939.0
1616,40,Others,married,0,1780.0
1617,25,Others,single,0,0.0
1618,27,Others,single,0,955.0
1619,39,admin.,married,0,732.0
1620,24,Others,single,0,2022.0
1621,28,Others,single,0,4099.0
1622,40,Others,married,0,4917.0
1623,40,Others,married,0,2883.0
1624,28,Others,single,0,1374.0
1625,30,Others,single,0,398.0
1626,40,Others,married,0,3027.0
1627,32,Others,single,0,2974.0
1628,31,Others,single,0,1081.0
1629,40,Others,married,0,383.0
1630,37,admin.,married,0,3913.0
1632,40,Others,married,0,3629.0
1633,40,Others,married,0,132.0
1634,40,admin.,single,0,726.0
1635,35,Others,married,0,149.0
1636,34,Others,married,0,640.0
1637,29,admin.,married,0,7707.0
1638,30,Others,single,0,53.0
1639,39,Others,single,0,15.0
1640,45,Others,married,0,242.0
1641,28,admin.,single,0,377.0
1642,40,Others,married,0,94.0
1643,40,Others,married,0,363.0
1644,38,Others,married,0,1970.0
1645,47,Others,married,0,1167.0
1646,40,Others,married,0,193.0
1647,38,Others,married,0,0.0
1648,29,Others,single,0,78.0
1649,36,Others,single,0,1291.0
1650,40,Others,married,0,1425.0
1651,31,Others,married,0,3382.0
1653,47,Others,married,0,1230.0
1654,36,admin.,married,0,96.0
1655,21,Others,single,0,224.0
1656,23,Others,single,0,0.0
1657,47,Others,married,0,1730.0
1658,29,Others,single,0,697.0
1659,25,Others,single,0,943.0
1660,37,Others,married,0,1458.0
1661,33,admin.,married,0,95.0
1662,40,Others,married,0,2308.0
1664,44,Others,married,0,1529.0
1665,48,Others,married,0,292.0
1666,34,Others,married,0,7468.0
1667,42,Others,married,0,1559.0
1669,42,Others,married,0,757.0
1670,42,Others,married,0,201.0
1672,37,Others,married,0,1330.0
1673,29,Others,single,0,314.0
1674,47,Others,married,0,677.0
1675,24,Others,single,0,2845.0
1676,34,admin.,single,0,-32.0
1677,30,Others,single,0,398.0
1678,46,Others,married,0,0.0
1679,34,Others,married,0,1337.0
1680,40,Others,married,0,493.0
1681,35,Others,single,0,1750.0
1682,33,Others,married,0,4401.0
1683,35,Others,married,0,193.0
1684,37,Others,married,0,5106.0
1685,35,admin.,single,0,994.0
1686,38,Others,single,0,1101.0
1687,33,Others,single,0,129.0
1688,42,Others,married,0,6060.0
1689,33,Others,married,0,55.0
1690,40,Others,married,0,1624.0
1691,40,Others,married,0,341.0
1692,31,Others,single,0,2016.0
1693,26,admin.,single,0,255.0
1694,30,Others,single,0,4684.0
1695,24,admin.,single,0,1052.0
1696,28,Others,single,0,1808.0
1697,26,Others,single,0,3511.0
1698,35,Others,married,0,518.0
1699,28,Others,single,0,227.0
1700,30,admin.,single,0,270.0
1701,32,Others,married,0,4733.0
1702,40,Others,married,0,6657.0
1703,38,Others,married,0,613.0
1704,34,Others,single,0,5462.0
1705,29,Others,single,0,674.0
1706,30,Others,single,0,364.0
1707,31,Others,single,0,181.0
1708,24,Others,single,0,474.0
1709,25,Others,single,0,219.0
1710,47,Others,single,0,86.0
1711,33,Others,single,0,1170.0
1712,34,admin.,single,0,18.0
1713,36,Others,single,0,197.0
1714,50,Others,married,0,938.0
1715,34,Others,single,0,1228.0
1717,47,Others,married,0,2408.0
1718,31,admin.,married,0,35.0
1719,36,Others,married,0,393.0
1720,35,Others,married,0,618.0
1721,25,Others,single,0,1608.0
1722,46,Others,married,0,699.0
1723,49,Others,single,0,5802.0
1724,47,Others,married,0,2749.0
1725,35,Others,single,0,1162.0
1726,30,Others,married,0,776.0
1727,31,Others,single,0,1619.0
1728,40,admin.,married,0,139.0
1729,25,admin.,single,0,2816.0
1730,26,Others,single,0,507.0
1731,40,Others,married,0,98.0
1732,29,Others,single,0,2753.0
1733,39,Others,married,0,0.0
1734,33,Others,single,0,498.0
1735,33,Others,single,0,700.0
1736,40,Others,married,0,4152.0
1738,50,admin.,single,0,2252.0
